"PMID"	"DOI"	"Year"	"Journal"	"Title"	"HasAbstract"	"Abstract"
"42189579"	"10.2196/87898"	"2026"	"JMIR nursing"	"Simulation-Based Training for Nursing Students to Improve Patient Safety: Systematic Review."	"Yes"	"BACKGROUND: Patient safety is a fundamental pillar of health care quality. Simulation-based training provides a controlled environment for nursing students to develop safety competencies and error-recognition skills before clinical practice. OBJECTIVE: This systematic review aimed to describe and characterize the simulation-based education features and modalities used to address patient safety outcomes in undergraduate nursing students, identifying the strategies that contribute to improvements in safety-related competencies. METHODS: A systematic review was conducted following PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) guidelines across PubMed, Web of Science, Scopus, CINAHL, Cochrane, and Lilacs (2019-2024). Inclusion criteria focused on original studies involving undergraduate nursing students and simulation interventions measuring patient safety outcomes. Studies in languages other than English, Spanish, or Portuguese were excluded. Two reviewers independently performed study selection and data extraction. Methodological quality was assessed using Joanna Briggs Institute tools, applying a 60% quality threshold for inclusion. Results were synthesized through a narrative approach. RESULTS: A total of 20 studies from 12 countries were included. The methodological quality was high (n=14) and moderate (n=6). Findings revealed that high-fidelity simulation and virtual reality are the primary strategies used. Simulation proved effective in enhancing both technical skills (medication administration accuracy) and nontechnical skills (communication via SBAR [Situation, Background, Assessment, Recommendation] and ISBAR [Identification, Situation, Background, Assessment, Recommendation] tools, teamwork, and adverse event reporting). Key strategies contributing to safety included repetitive practice and interprofessional simulation, which significantly improved error detection and clinical judgment. CONCLUSIONS: Simulation is an essential pedagogical strategy for preparing nursing students to deliver safe care. Practical implications include the need to integrate structured simulation into nursing curricula to bridge the theory-practice gap. Future research should prioritize longitudinal designs to assess the retention of these safety skills in clinical settings and develop standardized metrics for measuring patient safety outcomes."
"42175887"	"10.12968/bjon.2025.0322"	"2026"	"British journal of nursing (Mark Allen Publishing)"	"The STEPs educational framework for medicines management: using mnemonics to reduce harm."	"Yes"	"Evidence suggests that avoidable medication-related harm continues to be an ongoing concern and that educational strategies are needed to standardise and support nurses in developing pharmacovigilance. This article introduces the STEPs framework for medicines management, which uses mnemonics to provide an easy-to-remember, standardised structure for nurses to develop their vigilance in promoting accurate medication administration, preparation, double-checking, and response to medication errors/complications. The authors hope that nurse educators will incorporate the framework into preregistration nursing programmes to promote safe medication administration in the initial stages of a nurse's career."
"42180784"	"10.3389/fmed.2026.1839528"	"2026"	"Frontiers in medicine"	"Intraoperative peripheral intravenous complications in adults: a summary of evidence for prevention and management of infiltration/extravasation."	"Yes"	"OBJECTIVE: To systematically synthesize the best available evidence and develop an evidence-based practice framework for the prevention, early identification, and management of intraoperative intravenous infusion complications, including non-cytotoxic drug infiltration and cytotoxic drug extravasation, in perioperative adult patients. METHODS: Methodological standards for evidence summaries were strictly followed. Research questions were formulated using the PIPOST framework. Databases searched included PubMed, Embase, Web of Science, Cochrane Library, CNKI, Wanfang, SinoMed, VIP, and evidence-based platforms (UpToDate, BMJ Best Practice, JBI, GIN, NICE, RNAO). All sources were systematically searched from database inception to September 3, 2025. Following the 6S evidence pyramid, we prioritised guidelines, systematic reviews, expert consensuses, evidence summaries, and clinical decision tools over primary studies. Literature screening was conducted according to predefined inclusion and exclusion criteria. The quality of included clinical guidelines, systematic reviews, evidence summaries, expert consensus statements, and clinical decision tools was appraised using AGREE II, JBI critical appraisal tools, CASE checklists, and other appropriate instruments. Evidence was graded using the JBI evidence pre-grading system, and recommendation strength was classified as level A (strong) or level B (weak) through multidisciplinary expert consensus based on feasibility, appropriateness, clinical significance, and effectiveness. RESULTS: Thirteen publications were included, comprising six clinical guidelines, three systematic reviews, one evidence summary, one expert consensus, and two clinical decision tools. A total of 41 evidence statements were extracted and synthesized into four thematic domains: prevention strategies; early identification and monitoring; treatment measures; and system management and improvement. Key areas included venous access planning, catheter and site selection, puncture techniques, safe administration of high-risk drugs, patient risk assessment, dynamic intraoperative monitoring principles, standardized assessment tools, and stepwise management protocols. System-level strategies such as adverse event reporting, staff training, quality improvement, and multidisciplinary collaboration were also emphasized. CONCLUSION: This evidence summary integrates current best evidence and provides a structured and practical framework for comprehensive perioperative management of intravenous infusion complications. Implementation of evidence-based strategies may enhance early risk detection and response, reduce complication incidence and severity, and ultimately improve patient safety and clinical outcomes."
"42218738"	"10.1001/jamahealthforum.2026.1642"	"2026"	"JAMA health forum"	"Regulatory Definitions and Classification of Biosimilar Medications Across the 6 Regions of the World Health Organization: A Scoping Review."	"Yes"	"IMPORTANCE: Biosimilars can improve the accessibility and affordability of biologic medicines, but regulatory harmonization is needed to ensure consistent biosimilar policies and to support comparability with the original biologic reference product (RP). Currently, global regulatory policies and requirements remain inconsistent. OBJECTIVES: To summarize and compare regulations and policies regarding biosimilar medications, by World Health Organization (WHO) region. EVIDENCE REVIEW: This scoping review followed the Preferred Reporting Items for Systematic Reviews and Meta-Analyses-Extension for Scoping Reviews to search the Cumulative Index to Nursing and Allied Health Literature, PubMed, and Scopus (from inception to March 2026) for regulatory guidance on biosimilar medications in the most populous countries in each WHO region. Emerging and developing and advanced economies, terms defined by the International Monetary Fund, were included. Relevant eligible articles contained at least 1 term for biosimilar medication and 1 or more terms from an additional category across 3 different search protocols. Regulatory parameters (defined by WHO guidelines) were summarized and compared between and among countries. FINDINGS: The regulatory guidelines of 19 countries (12 with emerging and developing and 7 with advanced economies) were included. The term biosimilar was common, with most countries defining biosimilarity as the absence of differences in the medicine's quality, safety, and efficacy compared with the RP. Sixteen countries explicitly required comparability exercises to demonstrate biosimilarity, and 13 countries specified that the same RP must be used in these studies. In 9 emerging and developing and in all 7 advanced economies, regulatory guidance defined use of nonlocally approved comparators and bridging studies if the RP used in comparability studies was not licensed locally. Guidelines related to manufacturing, including assessment of impurities and product stability, were available in most countries, but there were marked differences in requirements for in vivo, in vitro, and clinical studies. All advanced economies waived the need for clinical efficacy and immunogenicity testing when justifiable, but guidelines from emerging and developing economies differed on clinical study waivers. Interchangeability guidance was absent in all emerging and developing economies except Nigeria and Poland. Eleven countries required pharmacovigilance plans for inclusion in biosimilar applications. CONCLUSIONS AND RELEVANCE: This scoping review provides a detailed comparison of biosimilar regulatory guidelines across all WHO regions and identified similarities and differences that may limit the transferability of data between and among countries. These barriers can potentially affect medication availability, price, access, and reimbursement of biosimilars."
"41943146"	"10.1186/s12912-026-04620-0"	"2026"	"BMC nursing"	"Strengthening pharmacovigilance in emergency care: knowledge, attitudes and barriers to adverse drug reaction reporting among nurses in Ghana."	"Yes"	"BACKGROUND: Adverse drug reactions (ADRs) pose a significant challenge to patient safety, particularly in high-acuity settings such as emergency departments. Despite their critical role in pharmacovigilance, nurses often underreport ADRs due to systemic, knowledge-related, and attitudinal barriers. This study assessed nurses’ knowledge, attitudes and barriers toward ADR reporting in the Accident and Emergency (A&E) Unit of a Teaching Hospital in Ghana. METHODS: A cross-sectional survey design was employed, with data collected from 136 nurses using structured questionnaires. Stratified random sampling was used to ensure representation from all three emergency sub-units. Multiple linear regression and parallel mediation analysis (PROCESS Macro, Model 4, bootstrap n = 5,000) were performed. RESULTS: Results indicated that 76.5% of nurses accurately classified adverse drug reactions (ADRs), and 88% identified antibiotic allergies; yet, only 32.3% were able to articulate institutional reporting protocols. Although 89% recognised the significance of ADR reporting, only 24% consistently recorded ADRs. Significant obstacles included insufficient time (78.6%), poor training (63.2%), fear of retribution (58.1%), convoluted forms (49.3%), and hierarchical conventions (44.1%). The intention to report emerged as the most significant predictor (B = 0.52, β = 0.538, p < .001), whereas attitudes (B = 0.314, p < .001) and perceived behavioural control (B = 0.352, p < .001) somewhat mediated the influence of knowledge (B = 0.198, p = .008) on ADR reporting. CONCLUSION: Although the respondents possessed adequate knowledge of ADRs, this knowledge does not consistently translate into reported practices. Again, despite their favorable attitudes toward the value of ADR reporting, systemic and cultural barriers which included workflow constraints, fear of professional repercussions inhibited their active participation. Implementing context-specific training, introducing streamlined electronic reporting tools, establishing feedback mechanisms, and fostering leadership support is critical to enhancing ADR reporting. CLINICAL TRIAL NUMBER: Not applicable."
"41943791"	"10.1177/00185787261425847"	"2026"	"Hospital pharmacy"	"Practice and Determinants of Spontaneous Adverse Drug Reaction Reporting Among Healthcare Professionals: A Multicenter Cross-Sectional Study in Vietnam."	"Yes"	"BACKGROUND: Spontaneous adverse drug reaction (ADR) reporting is a cornerstone of pharmacovigilance but remains underutilized globally and in Vietnam. Evidence on healthcare professionals' knowledge of ADR reporting procedures and related determinants is essential to inform system-level improvements. OBJECTIVES: To assess ADR-reporting procedure knowledge (practice-related knowledge) among healthcare professionals (HCPs) and to identify associated factors, perceived barriers, and support needs in public hospitals. METHODS: A multicenter cross-sectional survey was conducted among 372 HCPs (nurses/midwives, 67.6%; physicians, 22.7%; pharmacists, 9.6%) across 3 public hospitals. A structured instrument assessed 5 scored procedural items: ADR detection, appropriate receiving unit, reporting timelines, access to reporting forms, and minimum required fields. Attainment of ADR-reporting procedure knowledge was defined as ≥4 of 5 correct items (≥80%). Chi-square tests and logistic regression analyses examined associations with age, sex, tenure, profession, and prior pharmacovigilance training. RESULTS: Overall, 47.8% of respondents achieved the predefined attainment threshold (hospital range 32.5%-59.9%). Correct response rates were high for identifying the appropriate receiving unit (83.3%), reporting timelines (83.1%), and access to forms (79.6%), but lower for ADR detection (46.5%) and identification of minimum required fields (54.6%). Although 82.8% of HCPs reported having encountered suspected ADRs, only 14.9% had ever submitted an ADR report. In multivariable analysis, profession remained the only independent predictor of attainment (pharmacists vs nurses/midwives: OR 2.50, 95% CI 1.10-5.69; physicians vs nurses/midwives: OR 1.92, 95% CI 1.11-3.33). Commonly reported barriers included difficulty identifying suspected drugs (80.1%), grading severity (54.3%), and form complexity (30.1%). The most frequently requested supports were peer assistance (95.4%), feedback after submission (93.3%), and targeted training (89.2%). CONCLUSIONS: ADR-reporting procedure knowledge among HCPs was suboptimal, with profession-related disparities and specific gaps in ADR detection and documentation of minimum required fields. These findings underscore the need for system-level approaches that support clinical recognition, role-tailored collaboration, and feedback-enabled reporting processes to strengthen hospital pharmacovigilance."
"41975933"	"10.3390/healthcare14070930"	"2026"	"Healthcare (Basel, Switzerland)"	"Barriers to Adverse Drug Reaction Reporting Among Physicians, Nurses, and Pharmacists: A Scoping Review Comparing High-Income Versus Low-/Middle-Income Countries."	"Yes"	": Adverse drug reactions (ADRs) cause substantial harm, and a considerable proportion may be preventable, but under-reporting persists and weakens pharmacovigilance. Spontaneous reporting depends on clinicians, yet under-reporting persists and weakens pharmacovigilance. To map barriers to adverse drug reaction reporting among physicians, a comparison of nurses and pharmacists in single-country studies was carried out between high-income countries (HICs) and low- and middle-income countries (LMICs). : A scoping review was conducted following PRISMA-ScR guidance. PubMed and Web of Science were searched for studies published from 2016 onward. Eligible studies were single-country primary empirical studies including physicians, nurses, or pharmacists and examining ADR reporting. Only barriers that were measured or explicitly explored and reported as extractable results were included. Barriers were coded into 12 domains and summarised by income group and profession. : A total of 44 studies were included, with 18 from HICs and 26 from LMICs. Survey designs were most common. Pharmacists were the most frequently studied cadre. Knowledge and training barriers were reported in all studies in both income groups. Fear of legal or punitive concerns was reported in 13/18 (72.2%) HIC studies and 17/26 (65.4%) LMIC studies. Time and workload barriers were reported in 10/18 (55.6%) HIC studies and 11/26 (42.3%) LMIC studies. Access barriers to tools, forms, and information technology showed the clearest income group difference: these were reported in 5/18 (27.8%) HIC studies versus 16/26 (61.5%) LMIC studies. Lack of feedback or acknowledgement was reported in 8/18 (44.4%) HIC studies and 10/26 (38.5%) LMIC studies. : Barriers extend beyond individual knowledge in all settings. The main income group difference was the greater prominence of reporting system access barriers in LMICs compared with workflow and time pressure barriers in HICs. Addressing fear and building a supportive non-punitive reporting culture remains a cross-cutting priority because these were common issues in both income groups and can limit reporting even when infrastructure and training exist."
"41776576"	"10.1186/s12912-026-04506-1"	"2026"	"BMC nursing"	"The dark side of nurse-manager leadership: toxic leadership behaviours, adverse-event reporting, and care quality-an interpretive descriptive study."	"Yes"	"BACKGROUND: Toxic nurse-manager leadership is a critical threat to patient safety, yet the mechanisms through which it suppresses adverse-event reporting remain under-theorized, particularly in high power-distance contexts where deference norms may constrain upward voice. AIM: To generate practice-relevant, theory-informed explanations of how nurse-manager toxic leadership behaviours are perceived to shape adverse-event reporting dynamics and care quality within a high power-distance hospital setting. METHODS: An interpretive descriptive study was conducted in a Saudi Arabian hospital (March–August 2025). Methodological triangulation integrated semi-structured interviews with staff nurses (n = 26), nurse managers (n = 7), and quality officers (n = 2) (total N = 35), four non-managerial focus groups, and organisational document review. Analysis used a hybrid thematic approach guided by an integrated theoretical framework (Destructive Leadership, Theory of Planned Behavior, and Structure–Process–Outcome). RESULTS: Four interlocking themes emerged. Toxic leadership behaviours, including public humiliation/blame, intimidation, information gatekeeping, and perceived favouritism, were described as eroding psychological safety. These behaviours were perceived to constrain adverse-event reporting through concerns about retaliation, normalised concealment, and perceived futility linked to weak feedback loops and procedural filtering. Care quality was consequently perceived to be affected by defensive practice patterns, communication hesitation and delayed escalation, siloed teamwork, and reduced organisational learning. Hierarchical deference norms, weak accountability, and differential vulnerability among expatriate staff intensified these dynamics. CONCLUSIONS: In this high power-distance setting, toxic nurse-manager leadership was perceived to contribute to a mutually reinforcing cycle of reporting suppression and silence that constrained reporting and was linked to perceived deterioration in care processes. Technical reporting infrastructures alone may be insufficient when psychological safety and leadership accountability are weak. IMPLICATIONS FOR PRACTICE: Safety interventions should couple protected reporting pathways with robust leadership accountability and transparent feedback loops. Accreditation bodies may consider incorporating leadership climate and psychological safety as leading indicators alongside traditional patient safety metrics. CLINICAL TRIAL NUMBER: Not applicable."
"41946650"	"10.1080/20415990.2026.2655547"	"2026"	"Therapeutic delivery"	"Subcutaneous atezolizumab for the treatment of non-small cell lung cancer."	"Yes"	"Subcutaneous atezolizumab (with rHuPH20) streamlines anti-PD-L1 delivery while preserving the intravenous (IV) formulation's performance. This review integrates pharmacokinetic, clinical, safety, patient-reported, and operational data from IMscin001 and related studies in NSCLC. A fixed 1,875-mg SC dose every 3 weeks provides bioavailability and steady-state exposure non-inferior to IV, meeting prespecified PK margins and maintaining target engagement. Across phase I-III trials in previously treated patients, objective response, progression-free survival, and overall survival are comparable between routes, with no new safety liabilities. Immune-related adverse events occur at expected rates and grades; the principal route-specific signal is infrequent, mild injection-site reactions. Patient-reported outcomes and preference consistently favor SC dosing due to markedly reduced chair time (~7-minute injection), lower treatment burden, and greater convenience. Time-and-motion analyses indicate meaningful capacity gains, particularly in maintenance settings and resource-constrained clinics. Implementation requires standard immunotoxicity monitoring, nursing competency for large-volume SC administration, and strict route verification. Key gaps include real-world effectiveness and pharmacovigilance at scale, determinants of inter-individual SC bioavailability, optimal injection technique/site, and integration with perioperative or chemotherapy combinations. Overall, SC atezolizumab offers a clinically robust, patient-centered alternative to IV therapy."
"41869795"	"10.1701/4669.46827"	"2026"	"Recenti progressi in medicina"	"[Pharmacovigilance and antibiotic resistance: analysis of real-world data from the Rizzoli Orthopedic Institute in the management of antibiotic-related adverse drug reactions in musculoskeletal diseases.]."	"Yes"	"BACKGROUND: Antibiotics can cause adverse drug reactions (ADRs) and hypersensitivity reactions (HSRs) through a variety of mechanisms. At our hospital, patients admitted with musculoskeletal tissue infection are followed by infectious disease consultants. The pharmacist only provides the therapy after verifying the correspondence (molecule, dosage and posology) of the motivated request (RMP) with the infectious disease consultancy. The aim was to identify adverse drug reactions, report them and providing training. METHODS: Following the pharmacist's analysis of the infectious disease consultations, ADRs relating to antibiotics were identified and they were entered into the Network of Pharmacovigilance data from Italy, also managing any integrations, and subsequently collected in an Excel file. A qualitative analysis of clinical status, suspected drugs, adverse drug reactions (ADRs) description and its degree of seriousness were collected. A training course was organised ""Rischio infettivo: Strumenti, best practice e approfondimenti"". RESULTS: The most involved drugs were daptomycin and piperacillin tazobactam; the most observed adverse reactions were dermatological manifestations, eosinophilia, increased transaminases. Most of the reports were not serious. They organized 13 training courses and formats 400 health workers. CONCLUSIONS: Our experience confirms an under-reporting and has highlighted that the contribution to reporting by hospital doctors and nurses is closely related to the valuable work of awareness and support of hospital pharmacists. They assist clinicians in detecting phenomena that may underline the onset of adverse reactions and, consequently, carry out a reporting activity that guarantees useful information for the management of antibiotic therapy. Disseminating and discussing the results of pharmacovigilance is an aspect that motivates the healthcare professional to report. Working to increase the identification of ADRs and the consequent reporting allows us to contribute to the appropriate prescription of antibiotics, avoiding the onset of resistance and also the exposure of the individual patient to serious and disabling side effects."
"41730795"	"10.1002/phar.70096"	"2026"	"Pharmacotherapy"	"Maternal and Pediatric Precision in Therapeutic Knowledge Portal (MPRINT-KP): Landscape Analysis of Pharmacology Research in Maternal and Pediatric Patient Populations."	"Yes"	"Pregnant women and children have been underrepresented in clinical studies due to ethical concerns and perceived vulnerabilities. This resulted in a significant gap in knowledge regarding the safety and efficacy of medications for these populations. Maternal and Pediatric PRecision In Therapeutics Knowledge Portal (MPRINT-KP) is designed to provide a comprehensive view of pharmacokinetic, pharmaco-epidemiology, and clinical trial research evidence in maternal and pediatric patient populations. MPRINT-KP Silver was generated upon BioBERT models, due to their supreme performance in classifying pharmacokinetic, pharmaco-epidemiology, and clinical trial papers from PubMed, with an F1-score > 0.91. As of April 1, 2025, MPRINT-KP Silver contains 758,560 clinical pharmacology research papers in maternal and pediatric populations. The landscape analysis revealed a large number of drugs with pharmacology knowledge gaps, which is calculated as the relative frequency of drugs with no or weak (i.e., less than five publications) evidence in each of pharmacokinetic, pharmaco-epidemiology, or clinical trial study type. The highest pharmacotherapy knowledge gaps are in postpartum women, pregnant women, and pediatric patients between 0-12 and 12-18 years of age (51.37%, 32.47%, 25.82%, 32.11%, respectively). Pharmacovigilance analyses were conducted on highly prescribed drugs with limited pharmacology evidence in pediatric patients 0-2 year old and pregnant women using United States Food and Drug Administration Adverse Event Reporting System (FAERS) and MarketScan claims data. A number of new drug-associated adverse drug events (ADEs) were discovered. In pediatric patients, there were crisaborole-associated hemorrhage and moxifloxacin-associated cardiac toxicities. In pregnant women, the analysis revealed terconazole-associated abnormalities of heartbeat; benzonatate-associated depressive and anxiety disorders; buspirone-associated abnormalities of heartbeat; cyclobenzaprine-associated tubulo-interstitial nephritis; and pantoprazole-associated hearing loss and voice and resonance disorders. For the first time, a large-scale landscape analysis of pharmacotherapy knowledge gap in both maternal and pediatric patient populations was conducted and identified new drug associated ADE evidence using real world data."
"41755416"	"10.1111/jvp.70054"	"2026"	"Journal of veterinary pharmacology and therapeutics"	"Teaching Student Veterinary Professionals About Pharmacovigilance: A Survey of UK Veterinary Educators."	"Yes"	"Adverse drug event (ADE) reports submitted by veterinary professionals are essential for monitoring the safety and efficacy of marketed veterinary products. Despite this, the majority of veterinary ADEs are not reported. Further education on the topic of pharmacovigilance has been widely explored in human healthcare as a potential facilitator for reporting. To guide design of an enhanced pharmacovigilance curriculum for veterinary professionals, a better understanding of student veterinary professional pharmacovigilance training is required. Therefore, we investigated the current UK pharmacovigilance curriculum through a survey of veterinary educators. In total, there were 17 responses from UK-based training providers, six relating to undergraduate veterinary surgeon training and 11 relating to training in veterinary nursing. All students received some pharmacovigilance training, which appeared to be largely didactic in nature. A total of 29.4% of respondents indicated that students are provided the opportunity to submit a practice ADE report. Exploration of the knowledge, attitudes, and perceptions of students with regards to this training would be useful in assessing quality and opportunities for enhancement. Development of shared resources which provide students with access to 'real world' examples of ADEs would support development of practical skills in identifying, managing, and reporting ADEs."
"41680801"	"10.1186/s12913-026-14154-5"	"2026"	"BMC health services research"	"A systematic review and meta-analysis of knowledge, attitude, and practice survey on materiovigilance among healthcare professionals."	"Yes"	"BACKGROUND: The Knowledge, Attitudes, and Practices (KAP) of Materiovigilance among Healthcare Professionals (HCPs) vary in nature. Inadequate awareness about Materiovigilance among HCPs restricts the effective reporting and monitoring of medical device-related adverse events. OBJECTIVE: This study aimed to analyse the current status of KAP of Materiovigilance activities among healthcare professionals in the clinical setting. METHODOLOGY: A systematic review and meta-analysis were conducted in accordance with PRISMA 2020 guidelines using PubMed, Scopus, and Embase databases to assess the KAP of materiovigilance. The research studies reported on knowledge, attitude, and practice among doctors, Nurses, pharmacists, Medical Students, and allied HCPs related to Materiovigilance among HCPs were included. The quality assessment was conducted by using AXIS tool. Commonly reported questions from included studies were pooled to calculate proportions of correct and incorrect responses across the KAP domains for meta-analysis. Subgroup analysis was performed to compare KAP across different healthcare professional groups. Sensitivity analysis and Publication bias were conducted to assess the heterogeneity among the studies. Meta-analysis was conducted using R Software Version 4.5.2. RESULTS: A total of 3,322 articles were retrieved, and 22 were found to be relevant eligible for full-text screening. A total of 19 studies were finally included in the meta-analysis. In the Knowledge domain, pooled prevalence revealed that 42% of healthcare professionals (95% CI 32–52%; p < 0.0001) were unaware of the ongoing materiovigilance programme. Overall, 94% (95% CI 91–96%; p < 0.0001) of healthcare professionals showed a positive attitude toward the statement that adverse event reporting will enhance patient safety. However, only 17% (95% CI 12–24%; p < 0.0001) of healthcare professionals have engaged in adverse event reporting practices. Only 19% (95% CI 10–34%; p < 0.0001) of healthcare professionals have participated in materiovigilance training programmes. CONCLUSION: This meta-analysis concludes that HCPs have moderate level of knowledge and overwhelmingly positive attitudes, but only, limited number of HCPs reported adverse events. The Continuous Medical Education and training sessions should be arranged for the HCPs to improve their awareness and practice. CLINICAL TRIAL NUMBER: Not applicable. TRIAL REGISTRATION: PROSPERO registration number CRD420251082873."
"41540183"	"10.1007/s00520-025-10310-5"	"2026"	"Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer"	"The effectiveness of telemonitoring, either self-administered or professionally assisted, in cancer care management: a descriptive, retrospective, observational cohort study."	"Yes"	"PURPOSE: Remote patient monitoring of symptoms is now recommended by International oncology guidelines. In France, knowledge of real-world outcomes using telemonitoring is limited. This real-world French study aimed to evaluate the effectiveness of a telemonitoring solution in patients receiving cancer care. METHODS: The Continuum + Connect solution enables the sending of questionnaires and messages to the oncology team. All patients using the solution between October 1, 2021, and June 30, 2023, were eligible. Patients could respond either by themselves (Self-evaluated [SE]) or with the assistance of homecare nurses (Professionally-assisted [PA]). This retrospective real-world observational cohort study included all patients who started using the Continuum + solution during the study period. Descriptive analyses were performed. Study endpoints included conditions of use, quality of life, medication adherence, and safety outcomes. RESULTS: Overall, 1,294 patients (SE:19% PA 81%) were included. The mean age was 68.6 years (PA 71.0) and 66.9% were women (PA 63.3%). Most patients (77.3%) received treatment at home, mainly for breast, lung, or renal cancer. Compliance with telemonitoring was satisfactory. No deterioration in quality of life or treatment adherence was observed during the first 3 months of treatment. Overall, 25.3% of patients reported grade 3-4 adverse events, of which only 2.5% represented a deterioration from grade 1-2 to grade 3-4. CONCLUSION: The Continuum + Connect is feasible and effective for the routine monitoring of symptoms, regardless of the patient's profile. These real-world results provide useful insights and support further research."
"41478707"	"10.1016/j.pedhc.2025.07.016"	"2026"	"Journal of pediatric health care : official publication of National Association of Pediatric Nurse Associates & Practitioners"	"Monitoring Vaccine Safety: United States Vaccine Safety Surveillance Systems."	"Yes"	"Immunization is an effective public health tool to protect children from hospitalization and death from vaccine-preventable diseases. Vaccine safety monitoring is essential to understand risks of vaccination. The Centers for Disease Control and Prevention closely monitors vaccine safety through multiple surveillance systems, including V-safe, the Vaccine Adverse Event Reporting System, the Vaccine Safety Datalink, and the Clinical Immunization Safety Assessment Network. This article briefly discusses each surveillance system and available evidence that healthcare providers can use to respond to common vaccine concerns. As trusted sources of information about vaccines, pediatric nurses and nurse practitioners need to understand how vaccine safety is monitored, where to access reliable resources about vaccines, and when and where to report adverse events noted after vaccination."
"41430675"	"10.1186/s12912-025-04104-7"	"2025"	"BMC nursing"	"Design and practice of a novice nurse patient safety training curriculum: a quasi-experimental study."	"Yes"	"BACKGROUND: Novice nurses are particularly vulnerable to adverse events for various reasons, making it essential to enhance their patient safety competencies to ensure overall patient safety. Patient safety training is shifting from a knowledge-based to a competency-based model, thereby bridging the gap between theory and practice. AIMS: The aim of this study was to investigate the effectiveness of patient safety training based on the ADDIE model in bolstering the patient safety competency of novice nurses, a critical factor in ensuring patient safety. DESIGN: A quasi-experimental study conforming to the TREND guidelines was applied. METHODS: The study was conducted from August to December 2023 in a tertiary hospital in China. The ADDIE model was used as a framework to design and implement patient safety course training for 45 nurses. The effectiveness of the training was evaluated through pre- and post-training surveys of novice nurses’ patient safety competency, collection of fourth-quarter adverse events for novice nurses in 2022 and 2023, and semi-structured interviews. RESULTS: The training significantly improved novice nurses’ scores on the four dimensions of patient safety competency, providing reassurance about the effectiveness of the training: adverse event reporting and response(12.73 ± 1.60/14.18 ± 1.35; t=-6.153, P <0.05), adverse event communication(12.22 ± 1.70/13.73 ± 1.70; t=-5.231, P <0.05), safe nursing practice(38.53 ± 2.45/43.31 ± 3.23; t=-7.018, P <0.05), and attitude toward adverse event reporting(6.98 ± 2.96/9.02 ± 5.02; t=-3.139, P <0.05). The rate of adverse events decreased in the fourth quarter of 2023(5.6%) compared to 2022(17.1%), this difference was not statistically significant(χ²=1.365, P >0.05). The receptiveness of novice nurses to the ADDIE model-based training program is a promising finding that underscores the potential of this approach in patient safety training. IMPLICATIONS: The study serves as a reference for nursing administrators, educators, and researchers to aid in the design of patient safety education programs. Healthcare organizations should implement systematic, comprehensive, and efficient training to enhance nurses’ ability to ensure patient safety. PATIENT OR PUBLIC CONTRIBUTION: The study included nurses in the intervention. CLINICAL TRIAL NUMBER: Not applicable."
"41405272"	"10.1097/JS9.0000000000004467"	"2025"	"International journal of surgery (London, England)"	"Anticoagulant-associated bleeding: real-world data-driven pharmacovigilance and insights for bleeding management."	"Yes"	"BACKGROUND: Anticoagulant drugs are essential for managing thrombotic diseases but lead to increasing bleeding risk. The choice of suitable anticoagulant drugs requires an assessment of the patient's thrombotic risk factors and underlying ischemic pathology. METHODS: This study constructs a closed-loop framework integrating qualitative literature review and quantitative data analysis to evaluate bleeding risks in anticoagulant therapy. The qualitative review covers molecular mechanisms, risk factors, and nursing practices related to anticoagulant drugs. Quantitatively, we analyzed the bleeding events from the FDA Adverse Event (AE) Reporting System (FAERS) database (2004-2024), using disproportionality analysis with Reporting Odds Ratio, Proportional Reporting Ratio, Bayesian Confidence Propagation Neural Network, and Empirical Bayes Geometric Mean to identify significant bleeding signals. For each anticoagulant drug, the 10 strongest signals were extracted and anatomically profiled to construct a drug-specific haemorrhage atlas. Logistic regression analyses were applied to investigate the effects of age, sex, reporter, and comorbidities on the occurrence of anticoagulant drugs-associated bleeding. To address the critical issue of bleeding risk management in the clinic, we further discussed the multidisciplinary nursing across the anticoagulation therapy cycle. RESULTS: The study revealed significant variations in bleeding risks among different anticoagulants. Anticoagulant-associated bleeding comprised 110,701 reports from FAERS database. Elderly patients (≥ 65 years old) supplied 63.2% of cases; 32% of events emerged within 30 days of therapy initiation. Hospitalisation was documented in 46.8% and death in 20.7%. Spinal subdural haemorrhage yielded the highest signal (ROR 144.79, 95% CI 28.09-746.33), followed by adrenal, mesenteric, and intracranial haemorrhages among all anticoagulant drugs. Gastric/lower gastrointestinal bleeding appeared in the top-10 list of every oral anticoagulant, while retroperitoneal bleeding was a shared high-signal events among heparins and parenteral direct thrombin inhibitors. Betrixaban exhibited extreme RORs for traumatic (ROR 18 059.67, 95%Cl: 8829.21-36 940.05) and intracranial (ROR 643.97, 95%Cl: 249.82-1660) bleeding. Each drug also exhibited distinct bleeding characteristics and differences in organ system distribution. Multivariable logistic regression across four hierarchical models identified agents with distinct, model-independent bleeding risk profiles relative to warfarin. CONCLUSIONS: This large-scale pharmacovigilance study provides the most comprehensive, publicly available atlas of anticoagulant-related bleeding signals. The pronounced inter-drug heterogeneity and persistent long-term risk mandate individualised choice of agent and prolonged monitoring to ultimately improve the safety-efficacy balance of antithrombotic therapy."
